instance,obj,mean_dist,std_dist,max_dist,min_dist,std_line_load,max_line_load,min_line_load,std_back_load,max_back_load,min_back_load,num_vehicle,alns_time,total_time,method,수정한 부분
problem_100_0.5,583453,72931.62,12927.2,92037,52887,5.33,99.44,81.12,143.98,3193,2749,8,57.01,57.7,4,ALNS 내 local search 기능 끄기LS_OFF
problem_100_0.5,601409,66823.22,11486.11,83534,44746,22.39,99.97,26.03,965.04,3176,0,9,57.01,57.88,4,ALNS 내 local search 기능 끄기LS_OFF
problem_100_0.5,568772,71096.5,14509.67,89429,51559,5.72,99.94,81.72,100.57,3181,2882,8,57.01,58.1,4,ALNS 내 local search 기능 끄기LS_OFF
problem_100_0.5,651696,72410.67,19472.95,102814,46451,22.61,99.47,24.09,977.54,3192,0,9,57.01,59.45,4,ALNS 내 local search 기능 끄기LS_OFF
problem_100_0.5,603986,67109.56,17793.61,81586,24437,9.91,99.88,60.78,979.11,3181,0,9,57.09,59.14,4,ALNS 내 local search 기능 끄기LS_OFF
problem_100_0.7,712929,41937.0,13217.21,66754,22355,4.78,99.85,86.85,873.23,1975,0,17,57.02,60.07,4,ALNS 내 local search 기능 끄기LS_OFF
problem_100_0.7,726544,42737.88,17460.01,84541,9386,4.15,99.7,84.6,925.72,1995,0,17,57.02,57.87,4,ALNS 내 local search 기능 끄기LS_OFF
problem_100_0.7,734497,43205.71,15044.41,77153,22775,6.32,99.55,78.9,825.11,1998,0,17,57.01,58.35,4,ALNS 내 local search 기능 끄기LS_OFF
problem_100_0.7,701757,41279.82,16173.21,77911,9555,5.69,100.0,79.4,859.37,1953,0,17,57.05,57.52,4,ALNS 내 local search 기능 끄기LS_OFF
problem_100_0.7,746126,43889.76,14094.58,77981,22279,4.85,99.95,83.15,883.51,1979,0,17,57.03,57.48,4,ALNS 내 local search 기능 끄기LS_OFF
problem_100_0.85,612154,51012.83,25241.69,115113,28315,16.44,99.85,41.58,1309.18,3859,0,12,57.23,59.0,4,ALNS 내 local search 기능 끄기LS_OFF
problem_100_0.85,616347,51362.25,18651.63,106112,33943,14.22,99.78,51.92,1225.46,3766,0,12,57.04,60.07,4,ALNS 내 local search 기능 끄기LS_OFF
problem_100_0.85,605097,50424.75,27272.88,131750,26534,10.85,97.82,56.3,1182.61,3854,0,12,57.01,60.04,4,ALNS 내 local search 기능 끄기LS_OFF
problem_100_0.85,613572,51131.0,27832.5,123930,23931,14.78,97.88,54.2,1307.78,3828,0,12,57.02,57.53,4,ALNS 내 local search 기능 끄기LS_OFF
problem_100_0.85,586381,48865.08,27939.18,113058,16107,18.77,99.72,29.08,1231.67,3570,0,12,57.04,59.85,4,ALNS 내 local search 기능 끄기LS_OFF
problem_50_0.5,277630,39661.43,12608.44,53631,11838,11.24,99.8,66.25,660.55,1977,0,7,57.17,57.19,1,없음
